MBFC Source Link,MBFC link,Source,Bias,Reporting,MBFS Source Link Base
http://www.allthatsfab.com/,https://mediabiasfactcheck.com/all-thats-fab/,All That s Fab,Left,Mixed,allthatsfab.com
http://www.ronpaulinstitute.org/,https://mediabiasfactcheck.com/the-ron-paul-institute/,The Ron Paul Institute,Right,Mixed,ronpaulinstitute.org
http://www.chicksontheright.com/,https://mediabiasfactcheck.com/chicks-on-the-right/,Chicks on the Right,Right,Mixed,chicksontheright.com
http://www.ruthinstitute.org,https://mediabiasfactcheck.com/ruth-institute/,Ruth Institute,Fake,Fake,ruthinstitute.org
http://www.israelislamandendtimes.com/,https://mediabiasfactcheck.com/israel-islam-end-times/,"Israel, Islam and End Times",Conspiracy,Mixed,israelislamandendtimes.com
https://www.intellihub.com/,https://mediabiasfactcheck.com/intellihub/,Intellihub,Conspiracy,Low,intellihub.com
https://www.frontiersin.org/,https://mediabiasfactcheck.com/frontiers/,Frontiers,Pro-Science,Mixed,frontiersin.org
http://www.thrivemovement.com/,https://mediabiasfactcheck.com/thrive-movement/,Thrive Movement,Conspiracy,Low,thrivemovement.com
https://www.mediacircus.com/,https://mediabiasfactcheck.com/media-circus/,Media Circus,Right,Mixed,mediacircus.com
http://www.whydontyoutrythis.com/,https://mediabiasfactcheck.com/why-dont-you-try-this/,Why Don t You Try This,Conspiracy,Low,whydontyoutrythis.com
http://www.breitbartunmasked.com/,https://mediabiasfactcheck.com/breitbart-unmasked/,Breitbart Unmasked,Left,Mixed,breitbartunmasked.com
http://www.theforbiddenknowledge.com/,https://mediabiasfactcheck.com/the-forbidden-knowledge/,The Forbidden Knowledge,Conspiracy,Low,theforbiddenknowledge.com
http://www.prophecynewswatch.com,https://mediabiasfactcheck.com/prophecy-news-watch/,Prophecy News Watch,Conspiracy,Low,prophecynewswatch.com
https://usawatchdog.com,https://mediabiasfactcheck.com/usawatchdog-com/,USAWatchdog.com,Conspiracy,Low,usawatchdog.com
http://www.usasupreme.com/,https://mediabiasfactcheck.com/usa-supreme/,USA Supreme,Fake,Fake,usasupreme.com
http://www.anonews.co/,https://mediabiasfactcheck.com/anonymous/,Anonymous,Conspiracy,Low,anonews.co
https://www.churchmilitant.com/,https://mediabiasfactcheck.com/church-militant/,Church Militant,Right,Mixed,churchmilitant.com
https://eluxemagazine.com,https://mediabiasfactcheck.com/eluxe-magazine/,Eluxe Magazine,Conspiracy,Mixed,eluxemagazine.com
http://www.whatdoesitmean.com/,https://mediabiasfactcheck.com/whatdoesitmean/,WhatDoesItMean,Conspiracy,Low,whatdoesitmean.com
https://ihavethetruth.com/,https://mediabiasfactcheck.com/i-have-the-truth/,I have the Truth,Fake,Fake,ihavethetruth.com
http://www.redflagnews.com/,https://mediabiasfactcheck.com/red-flag-news/,Red Flag News,Right,Mixed,redflagnews.com
http://www.ancient-code.com/,https://mediabiasfactcheck.com/ancient-code/,Ancient Code,Conspiracy,Mixed,ancient-code.com
http://prntly.com/,https://mediabiasfactcheck.com/prntly/,Prntly,Fake,Fake,prntly.com
http://www.neonnettle.com/,https://mediabiasfactcheck.com/neon-nettle/,Neon Nettle,Conspiracy,Low,neonnettle.com
http://speisa.com/,https://mediabiasfactcheck.com/speisa/,Speisa,Fake,Fake,speisa.com
http://www.globetoday.com/,https://mediabiasfactcheck.com/globe-today/,Globe Today,Left,Mixed,globetoday.com
http://www.faithwire.com,https://mediabiasfactcheck.com/faithwire/,FaithWire,Right,Mixed,faithwire.com
http://www.surenews.com/,https://mediabiasfactcheck.com/sure-news/,Sure News,Fake,Fake,surenews.com
https://www.ihealthtube.com,https://mediabiasfactcheck.com/ihealthtube/,iHealthtube,Conspiracy,Low,ihealthtube.com
http://truthinmedia.com/,https://mediabiasfactcheck.com/truth-in-media/,Truth in Media,Fake,Fake,truthinmedia.com
http://www.foodmatters.com,https://mediabiasfactcheck.com/food-matters/,Food Matters,Conspiracy,Mixed,foodmatters.com
http://www.realnews24.com,https://mediabiasfactcheck.com/real-news-24/,Real News 24,Conspiracy,Low,realnews24.com
http://www.thedailyliberator.com/,https://mediabiasfactcheck.com/the-daily-liberator/,The Daily Liberator,Right,Mixed,thedailyliberator.com
http://foodbabe.com/,https://mediabiasfactcheck.com/food-babe/,Food Babe,Conspiracy,Mixed,foodbabe.com
http://www.usapoliticstoday.com/,https://mediabiasfactcheck.com/usa-politics-today/,USA Politics Today,Right,Mixed,usapoliticstoday.com
https://www.naturalhealth365.com/,https://mediabiasfactcheck.com/natural-health-365/,Natural Health 365,Conspiracy,Mixed,naturalhealth365.com
http://www.yesimright.com/,http://www.yesimright.com/,"Yes, I m Right",Fake,Fake,yesimright.com
http://www.npiamerica.org/,https://mediabiasfactcheck.com/national-policy-institute/,National Policy Institute,Fake,Fake,npiamerica.org
https://www.hermancain.com/,https://mediabiasfactcheck.com/hermancain-com/,HermanCain.com,Right,Mixed,hermancain.com
http://www.pakalertpress.com/,https://mediabiasfactcheck.com/pak-alert-press/,Pak Alert Press,Conspiracy,Low,pakalertpress.com
https://www.nccivitas.org/,https://mediabiasfactcheck.com/civitas-institute/,Civitas Institute,Right,Mixed,nccivitas.org
http://www.skeptiko.com/,https://mediabiasfactcheck.com/skeptiko/,Skeptiko,Conspiracy,Low,skeptiko.com
http://www.consnation.com/,https://mediabiasfactcheck.com/conservative-nation/,Conservative Nation,Fake,Fake,consnation.com
http://www.newnation.org/,https://mediabiasfactcheck.com/new-nation-news/,New Nation News,Fake,Fake,newnation.org
http://www.thegoldwater.com/,https://mediabiasfactcheck.com/the-goldwater/,The Goldwater,Fake,Fake,thegoldwater.com
http://www.vivaliberty.com/,https://mediabiasfactcheck.com/vivaliberty/,VivaLiberty,Right,Mixed,vivaliberty.com
http://personalliberty.com/,https://mediabiasfactcheck.com/personal-liberty/,Personal Liberty,Fake,Fake,personalliberty.com
https://www.dangerous.com,https://mediabiasfactcheck.com/dangerous/,Dangerous,Right,Mixed,dangerous.com
https://www.vaccinesrevealed.com/,https://mediabiasfactcheck.com/vaccines-revealed/,Vaccines Revealed,Conspiracy,Low,vaccinesrevealed.com
http://thoughtcrimeradio.net,https://mediabiasfactcheck.com/thought-crime-radio/,Thought Crime Radio,Conspiracy,Low,thoughtcrimeradio.net
https://www.conservativeoutfitters.com/blogs/news,https://mediabiasfactcheck.com/conservative-outfitters/,Conservative Outfitters,Right,Mixed,conservativeoutfitters.com
http://www.thelibertybeacon.com/,https://mediabiasfactcheck.com/the-liberty-beacon/,The Liberty Beacon,Conspiracy,Low,thelibertybeacon.com
http://www.amtvmedia.com/,https://mediabiasfactcheck.com/alternative-media-television-amtv/,Alternative Media Television (AMTV),Conspiracy,Low,amtvmedia.com
http://www.enhlive.com/,https://mediabiasfactcheck.com/enh-live/,ENH Live,Fake,Fake,enhlive.com
https://imprimis.hillsdale.edu,https://mediabiasfactcheck.com/imprimis-hillsdale-college/,Imprimis (Hillsdale College),Right,Mixed,imprimis.hillsdale.edu
https://www.scoopwhoop.com,https://mediabiasfactcheck.com/scoopwhoop/,ScoopWhoop,Left-Center,Mixed,scoopwhoop.com
http://foreignpolicynews.org,https://mediabiasfactcheck.com/foreign-policy-news/,Foreign Policy News,Left,Mixed,foreignpolicynews.org
http://www.proud-patriots.com/,https://mediabiasfactcheck.com/proud-patriots/,Proud Patriots,Fake,Fake,proud-patriots.com
https://counterpropa.com/,https://mediabiasfactcheck.com/counter-propa/,Counter Propa,Conspiracy,Mixed,counterpropa.com
http://www.haarp.net/,https://mediabiasfactcheck.com/haarp-net/,HAARP.net,Conspiracy,Low,haarp.net
https://bluntforcetruth.com,https://mediabiasfactcheck.com/blunt-force-truth/,Blunt Force Truth,Fake,Fake,bluntforcetruth.com
http://www.dcstatesman.com/,https://mediabiasfactcheck.com/dc-statesman/,DC Statesman,Right,Mixed,dcstatesman.com
http://www.israelvideonetwork.com/,https://mediabiasfactcheck.com/israel-video-network/,Israel Video Network,Fake,Fake,israelvideonetwork.com
https://www.thetrumpet.com/,https://mediabiasfactcheck.com/the-trumpet/,The Trumpet,Conspiracy,Mixed,thetrumpet.com
http://www.prophecytoday.com/,https://mediabiasfactcheck.com/prophecy-today/,Prophecy Today,Conspiracy,Low,prophecytoday.com
https://usahitman.com/,https://mediabiasfactcheck.com/usa-hitman/,USA Hitman,Conspiracy,Low,usahitman.com
http://www.allenbwest.com/,https://mediabiasfactcheck.com/allen-b-west/,Allen B. West,Right,Mixed,allenbwest.com
http://www.topinfopost.com/,https://mediabiasfactcheck.com/topinfo-post/,Topinfo Post,Conspiracy,Low,topinfopost.com
http://conspatriot.com/,https://mediabiasfactcheck.com/conservative-patriot/,Conservative Patriot,Fake,Fake,conspatriot.com
http://www.secretsofthefed.com/,https://mediabiasfactcheck.com/secrets-of-the-fed/,Secrets of the Fed,Conspiracy,Mixed,secretsofthefed.com
https://www.tpusa.com/,https://mediabiasfactcheck.com/turning-point-usa/,Turning Point USA,Right,Mixed,tpusa.com
http://www.conservativedailynews.com/,https://mediabiasfactcheck.com/conservative-daily-news/,Conservative Daily News,Right,Mixed,conservativedailynews.com
http://supremepatriot.com/,https://mediabiasfactcheck.com/supreme-patriot/,Supreme Patriot,Fake,Fake,supremepatriot.com
http://www.conspiracyplanet.com/,https://mediabiasfactcheck.com/conspiracy-planet/,Conspiracy Planet,Conspiracy,Low,conspiracyplanet.com
https://www.acpeds.org/,https://mediabiasfactcheck.com/american-college-of-pediatricians/,American College of Pediatricians,Fake,Fake,acpeds.org
http://www.zootfeed.com/,https://mediabiasfactcheck.com/zootfeed/,ZootFeed,Fake,Fake,zootfeed.com
https://lifespa.com/,https://mediabiasfactcheck.com/lifespa/,LifeSpa,Conspiracy,Mixed,lifespa.com
http://www.morningledger.com/,https://mediabiasfactcheck.com/morning-ledger/,Morning Ledger,Conspiracy,Low,morningledger.com
http://www.modernalternativemama.com/,https://mediabiasfactcheck.com/modern-alternative-mama/,Modern Alternative Mama,Conspiracy,Mixed,modernalternativemama.com
http://usuncut.com/,https://mediabiasfactcheck.com/us-uncut/,US Uncut,Left,Mixed,usuncut.com
http://theusa-news.com/,https://mediabiasfactcheck.com/fresh-news-usa/,Fresh News USA,Fake,Fake,theusa-news.com
http://www.vermontindependent.org/,https://mediabiasfactcheck.com/vermont-independent/,Vermont Independent,Left,Mixed,vermontindependent.org
http://www.gopocalypse.org/,https://mediabiasfactcheck.com/gopocalypse/,GOPOCALYPSE,Left,Mixed,gopocalypse.org
http://www.americanpatriotdaily.com/,https://mediabiasfactcheck.com/american-patriot-daily/,American Patriot Daily,Fake,Fake,americanpatriotdaily.com
http://www.uschronicle.com/,https://mediabiasfactcheck.com/us-chronicle/,US Chronicle,Fake,Fake,uschronicle.com
http://americanintelligencereport.com/,https://mediabiasfactcheck.com/american-intelligence-report/,American Intelligence Report,Conspiracy,Mixed,americanintelligencereport.com
http://www.thecontroversialfiles.net/,https://mediabiasfactcheck.com/the-controversial-files/,The Controversial Files,Conspiracy,Low,thecontroversialfiles.net
http://www.illuminati-news.com/,https://mediabiasfactcheck.com/illuminati-news/,Illuminati News,Conspiracy,Low,illuminati-news.com
http://democraticmoms.com/,https://mediabiasfactcheck.com/democratic-moms/,Democratic Moms,Fake,Fake,democraticmoms.com
http://www.blackgenocide.org/home.html,https://mediabiasfactcheck.com/black-genocide/,Black Genocide,Fake,Fake,blackgenocide.org
http://www.theamericancause.org/,https://mediabiasfactcheck.com/the-american-cause/,The American Cause,Right,Mixed,theamericancause.org
http://www.andersoninstitute.com/,https://mediabiasfactcheck.com/anderson-institute/,Anderson Institute,Conspiracy,Mixed,andersoninstitute.com
http://www.conservapedia.com/Main_Page,https://mediabiasfactcheck.com/conservapedia/,Conservapedia,Fake,Fake,conservapedia.com
https://www.federalisttribune.com,https://mediabiasfactcheck.com/federalist-tribune/,Federalist Tribune,Fake,Fake,federalisttribune.com
http://www.syrianews.cc/,https://mediabiasfactcheck.com/syria-news/,Syria News,Fake,Fake,syrianews.cc
http://www.undergroundhealth.com/,https://mediabiasfactcheck.com/underground-health/,Underground Health,Conspiracy,Low,undergroundhealth.com
http://www.abeldanger.org/,https://mediabiasfactcheck.com/abel-danger/,Abel Danger,Conspiracy,Mixed,abeldanger.org
http://wikiislam.net,https://mediabiasfactcheck.com/wikiislam/,WikiIslam,Fake,Fake,wikiislam.net
http://www.globalskywatch.com/,https://mediabiasfactcheck.com/global-skywatch/,Global Skywatch,Conspiracy,Low,globalskywatch.com
https://www.justthefacts.org,https://mediabiasfactcheck.com/just-the-facts/,Just the Facts,Fake,Fake,justthefacts.org
http://www.naturalawakeningsmag.com/,https://mediabiasfactcheck.com/natural-awakenings-magazine/,Natural Awakenings Magazine,Conspiracy,Mixed,naturalawakeningsmag.com
https://www.ff.org,https://mediabiasfactcheck.com/frontiers-of-freedom/,Frontiers of Freedom,Right,Mixed,ff.org
http://www.rightsidenews.com/,https://mediabiasfactcheck.com/right-side-news/,Right Side News,Fake,Fake,rightsidenews.com
http://www.realfarmacy.com/,https://mediabiasfactcheck.com/realfarmacy/,RealFarmacy,Conspiracy,Low,realfarmacy.com
https://www.defendevropa.org,https://mediabiasfactcheck.com/defend-europa/,Defend Europa,Fake,Fake,defendevropa.org
http://www.dailypresser.com/,https://mediabiasfactcheck.com/daily-presser/,Daily Presser,Fake,Fake,dailypresser.com
http://www.homeopathyjournal.net/,https://mediabiasfactcheck.com/homeopathy-journal/,Homeopathy Journal,Conspiracy,Mixed,homeopathyjournal.net
http://www.thepoliticaltribune.com/,https://mediabiasfactcheck.com/the-political-tribune/,The Political Tribune,Fake,Fake,thepoliticaltribune.com
http://www.campaignlifecoalition.com/,https://mediabiasfactcheck.com/campaign-life-coalition/,Campaign Life Coalition,Right,Mixed,campaignlifecoalition.com
http://usadailytime.com/,https://mediabiasfactcheck.com/usa-daily-time/,USA Daily Time,Fake,Fake,usadailytime.com
http://www.faithpanda.com,https://mediabiasfactcheck.com/faithpanda/,Faith Panda,Conspiracy,Mixed,faithpanda.com
http://www.magapill.com,https://mediabiasfactcheck.com/magapill/,MagaPill,Fake,Fake,magapill.com
https://www.themaven.net/beingliberal,https://mediabiasfactcheck.com/being-liberal/,Being Liberal,Left,Mixed,themaven.net
http://www.newslogue.com/,https://mediabiasfactcheck.com/newslogue/,NewsLogue,Left,Mixed,newslogue.com
http://uspostman.com/,https://mediabiasfactcheck.com/us-postman/,US Postman,Fake,Fake,uspostman.com
https://ifstudies.org,https://mediabiasfactcheck.com/institute-for-family-studies/,Institute for Family Studies,Right,Mixed,ifstudies.org
http://www.digifection.com/,http://www.digifection.com/,The Times of America,Fake,Fake,digifection.com
http://creationwiki.org/Main_Page,https://mediabiasfactcheck.com/creationwiki/,CreationWiki,Conspiracy,Mixed,creationwiki.org
http://www.conservativefreepress.com,https://mediabiasfactcheck.com/conservative-free-press/,Conservative Free Press,Fake,Fake,conservativefreepress.com
http://www.knowledgeoftoday.org/,https://mediabiasfactcheck.com/knowledge-of-today/,Knowledge of Today,Conspiracy,Low,knowledgeoftoday.org
http://www.bluedotdaily.com/,https://mediabiasfactcheck.com/blue-dot-daily/,Blue Dot Daily,Left,Mixed,bluedotdaily.com
http://www.usafirstinformation.com/,https://mediabiasfactcheck.com/usafirstinfo/,USAFirstInfo,Fake,Fake,usafirstinformation.com
http://www.nmws.us,https://mediabiasfactcheck.com/nmws-us/,NMWS.us,Fake,Fake,nmws.us
http://www.alternativenewsnetwork.net,https://mediabiasfactcheck.com/alternative-news-network/,Alternative News Network,Conspiracy,Mixed,alternativenewsnetwork.net
http://politicalinbox.com/,https://mediabiasfactcheck.com/political-inbox/,Political Inbox,Fake,Fake,politicalinbox.com
http://govtslaves.com,https://mediabiasfactcheck.com/government-slaves/,Government Slaves,Conspiracy,Low,govtslaves.com
http://www.kurdistan24.net,https://mediabiasfactcheck.com/kurdistan-24/,Kurdistan 24,Left-Center,Mixed,kurdistan24.net
http://www.federalistnation.com/,https://mediabiasfactcheck.com/federalist-nation/,Federalist Nation,Fake,Fake,federalistnation.com
https://conspiracydailyupdate.com,https://mediabiasfactcheck.com/conspiracy-daily-update/,Conspiracy Daily Update,Conspiracy,Low,conspiracydailyupdate.com
http://www.americasfreedomfighters.com/,https://mediabiasfactcheck.com/american-freedom-fighters/,Americas Freedom Fighters,Fake,Fake,americasfreedomfighters.com
http://cbsnews.com.co/,https://mediabiasfactcheck.com/cbsnews-com-co/,CBSNews.com.co,Fake,Fake,cbsnews.com.co
http://conservativearmy88.com/,https://mediabiasfactcheck.com/conservative-army/,Conservative Army,Fake,Fake,conservativearmy88.com
https://www.nova-magazine.net,https://mediabiasfactcheck.com/nova-magazine/,Nova Magazine,Left,Mixed,nova-magazine.net
http://ushealthyadvisor.com/,https://mediabiasfactcheck.com/us-advisor/,US Advisor,Fake,Fake,ushealthyadvisor.com
